0,1,match
national gay and lesbian task force,national association of independent insurance,0
howard jarvis taxpayers association,roadway express,0
southern christian leadership conference,agua claiente band of cahuilla indians,0
massachusetts gay and lesbian political caucus,california cable telecommunications association,0
amalgamated transit union,at&t services inc,0
pepsi bottling group inc,standard insurance co,0
georgia real estate investors association inc,hoffman-la roche inc,0
reed elsevier inc,national conference of fireman & oilers,0
national education association,national council of senior cit inc,0
united electrical,american federation of state county & municipal employees aflci,0
recording industry association of america,spirit of freedom republican women,0
tunica-biloxi tribe of louisiana,dell computers corp,0
american federation of state county and municipal employees,national resturant association,0
aleman and associates,american consulting engineers coun,0
americas health insurance plans,new york medical college,0
telecommunications industry association,william morris agency inc,0
jpmorgan chase bank na,national marine manufacturers assoc,0
california association of hospitals and health systems,p a l national association of letter carriers,0
sheet metal workers international association,board of trade of city of chicago,0
sheet metal workers international association,massachusetts gay & lesbian political cmte,0
standard insurance company,"american federation of state county and municipal employees,",0
people for the american way fo undation,ca psychiatric association,0
jpmorgan chase bank na,sheet metal workers international assoc pal,0
california bankers association,national assn of mutual insurance companies,0
american society of anesthesiologists,amalgamated transit union loca,0
salt river valley water users association,the san francisco aids foundation,0
california psychiatric association,cadwalader wickershan & taft llp,0
association of oregon counties,national association of chairug stores,0
bf goodrich company,reed elsevire inc,0
california association of hospitals and health systems,brady camapign to prevent gun violence,0
jpmorgan chase bank na,nevada association of realtors,0
jpmorgan chase bank na,ohio real estate investors association,0
columbia river fishermen's protective union,omaha education association,0
american civil liberties union of san diego and imperial counties,omaha education association,0
national association of letter carriers,wa land title association,0
wolf popper ross wolf and jones,california society for clinical social work,0
pepsi bottling group inc,lv association of builders,0
public affairs council,georgia pacific corp,0
san francisco aids foundation,manufactured housing communities of arizona,0
amalgamated transit union,american federation teachers 2121,0
american ethical union,service employees international union workers,0
jpmorgan chase bank na,va society of anesthesioogists,0
national association of broadcasters inc,policemens benevolent association local 197,0
jpmorgan chase bank na,horsemens benevolent protective association,0
jpmorgan chase bank na,colorado association of nurse anesthetists,0
trout unlimited inc,american federation of teachers - cope,0
national council of senior citizens,save our salmon,0
black women organized for political action,texas association of school administrators,0
association of american publishers,communications workers of americacwa cope,0
