,0,1,Match,prediction
1801,california teachers assoc,the augusta chronicle,0,0
1802,california teachers assoc,national association of independent insurers,0,0
1803,california teachers assoc,california bankers assoc,0,1
1804,california teachers assoc,american consulting engineers council,0,0
1805,california teachers assoc,cadwalader wickersham  taft,0,0
1806,california teachers assoc,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
1807,california teachers assoc,american civil liberties union,0,0
1808,california teachers assoc,vietnam veterns of america,0,0
1809,california teachers assoc,georgia real estate investors association inc,0,0
1810,california teachers assoc,campaign for tobacco free kids,0,0
1811,california teachers assoc,att services inc,0,1
1812,california teachers assoc,"the pepsi bottling group, inc",0,0
1813,california teachers assoc,national association for the advancement of colored people,0,0
1814,california teachers assoc,american consulting engineers coun,0,0
1815,california teachers assoc,naral pro choice oregon,0,0
1816,california teachers assoc,augusta chronicle,0,1
1817,california teachers assoc,winstar communications inc,0,0
1818,california teachers assoc,national association of chairug stores,0,0
1819,california teachers assoc,at&t services inc,0,1
1820,california teachers assoc,national coalition of 100 black women,0,0
1821,california teachers assoc,campaign for tobacco-free kids,0,0
1822,california teachers assoc,dell computers corp,0,0
1823,california teachers assoc,dell computer corp,0,0
1824,california teachers assoc,pfizer inc,0,0
1825,california teachers assoc,natl automatic merchandising assoc,0,0
1826,california teachers assoc,lutherans concerned,0,0
1827,california teachers assoc,cadwalader wickersham & taft llp,0,0
1828,california teachers assoc,naral pro-choice oreogn,0,0
1829,california teachers assoc,william morris agency inc,0,0
1830,national association of independent insurance,vietnam veterans of america,0,0
1831,national association of independent insurance,american family association inc,0,0
1832,national association of independent insurance,the san francisco aids foundation,0,0
1833,national association of independent insurance,americans united for separation of church & state,0,0
1834,national association of independent insurance,"planned parenthood,",0,0
1835,national association of independent insurance,american federation of state county and municipal employees,0,0
1836,national association of independent insurance,winstar communications llc,0,0
1837,national association of independent insurance,JPMORGAN CHASE BANK NA,0,0
1838,national association of independent insurance,planned parenthood federation of america,0,0
1839,national association of independent insurance,common cause,0,0
1840,national association of independent insurance,lutherans concerned north america,0,0
1841,national association of independent insurance,aphilip randolph institute,0,0
1842,national association of independent insurance,council of state government,0,0
1843,national association of independent insurance,california bankers association,0,0
1844,national association of independent insurance,public affairs council,0,0
1845,national association of independent insurance,NATIONAL EDUCATION ASSOCIATION,0,0
1846,national association of independent insurance,san francisco aids foundation,0,0
1847,national association of independent insurance,"american ethicare, inc",0,0
1848,national association of independent insurance,pepsi bottling group inc,0,0
1849,national association of independent insurance,califoria teachers association,0,0
1850,national association of independent insurance,agua claiente band of cahuilla indians,0,0
1851,national association of independent insurance,agua caliente band of cahuilla indians,0,0
1852,national association of independent insurance,planned parenthood federation of america inc,0,0
1853,national association of independent insurance,sheet metal workers international assoc pal,0,0
1854,national association of independent insurance,coalition of 100 black women,0,0
1855,national association of independent insurance,pifizer inc,0,0
1856,national association of independent insurance,national education association,0,0
1857,national association of independent insurance,national association for the advancement of colored people legal defense and educational fund inc,0,0
1858,national association of independent insurance,sheet metal workers international association,0,0
1859,national association of independent insurance,california teachers assoc,0,0
1860,national association of independent insurance,national association of independent insurance,1,1
1861,national association of independent insurance,trout unlimited bellevue-issaquah chapte,0,0
1862,national association of independent insurance,the augusta chronicle,0,0
1863,national association of independent insurance,national association of independent insurers,1,1
1864,national association of independent insurance,california bankers assoc,0,0
1865,national association of independent insurance,american consulting engineers council,0,0
1866,national association of independent insurance,cadwalader wickersham  taft,0,0
1867,national association of independent insurance,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
1868,national association of independent insurance,american civil liberties union,0,0
1869,national association of independent insurance,vietnam veterns of america,0,0
1870,national association of independent insurance,georgia real estate investors association inc,0,0
1871,national association of independent insurance,campaign for tobacco free kids,0,0
1872,national association of independent insurance,att services inc,0,0
1873,national association of independent insurance,"the pepsi bottling group, inc",0,0
1874,national association of independent insurance,national association for the advancement of colored people,0,0
1875,national association of independent insurance,american consulting engineers coun,0,0
1876,national association of independent insurance,naral pro choice oregon,0,0
1877,national association of independent insurance,augusta chronicle,0,0
1878,national association of independent insurance,winstar communications inc,0,0
1879,national association of independent insurance,national association of chairug stores,0,0
1880,national association of independent insurance,at&t services inc,0,0
1881,national association of independent insurance,national coalition of 100 black women,0,0
1882,national association of independent insurance,campaign for tobacco-free kids,0,0
1883,national association of independent insurance,dell computers corp,0,0
1884,national association of independent insurance,dell computer corp,0,0
1885,national association of independent insurance,pfizer inc,0,0
1886,national association of independent insurance,natl automatic merchandising assoc,0,0
1887,national association of independent insurance,lutherans concerned,0,0
1888,national association of independent insurance,cadwalader wickersham & taft llp,0,0
1889,national association of independent insurance,naral pro-choice oreogn,0,0
1890,national association of independent insurance,william morris agency inc,0,0
1891,trout unlimited bellevue-issaquah chapte,vietnam veterans of america,0,0
1892,trout unlimited bellevue-issaquah chapte,american family association inc,0,0
1893,trout unlimited bellevue-issaquah chapte,the san francisco aids foundation,0,0
1894,trout unlimited bellevue-issaquah chapte,americans united for separation of church & state,0,0
1895,trout unlimited bellevue-issaquah chapte,"planned parenthood,",0,0
1896,trout unlimited bellevue-issaquah chapte,american federation of state county and municipal employees,0,0
1897,trout unlimited bellevue-issaquah chapte,winstar communications llc,0,0
1898,trout unlimited bellevue-issaquah chapte,JPMORGAN CHASE BANK NA,0,0
1899,trout unlimited bellevue-issaquah chapte,planned parenthood federation of america,0,0
1900,trout unlimited bellevue-issaquah chapte,common cause,0,0
1901,trout unlimited bellevue-issaquah chapte,lutherans concerned north america,0,0
1902,trout unlimited bellevue-issaquah chapte,aphilip randolph institute,0,0
1903,trout unlimited bellevue-issaquah chapte,council of state government,0,0
1904,trout unlimited bellevue-issaquah chapte,california bankers association,0,0
1905,trout unlimited bellevue-issaquah chapte,public affairs council,0,0
1906,trout unlimited bellevue-issaquah chapte,NATIONAL EDUCATION ASSOCIATION,0,0
1907,trout unlimited bellevue-issaquah chapte,san francisco aids foundation,0,0
1908,trout unlimited bellevue-issaquah chapte,"american ethicare, inc",0,0
1909,trout unlimited bellevue-issaquah chapte,pepsi bottling group inc,0,0
1910,trout unlimited bellevue-issaquah chapte,califoria teachers association,0,0
1911,trout unlimited bellevue-issaquah chapte,agua claiente band of cahuilla indians,0,0
1912,trout unlimited bellevue-issaquah chapte,agua caliente band of cahuilla indians,0,0
1913,trout unlimited bellevue-issaquah chapte,planned parenthood federation of america inc,0,0
1914,trout unlimited bellevue-issaquah chapte,sheet metal workers international assoc pal,0,0
1915,trout unlimited bellevue-issaquah chapte,coalition of 100 black women,0,0
1916,trout unlimited bellevue-issaquah chapte,pifizer inc,0,0
1917,trout unlimited bellevue-issaquah chapte,national education association,0,0
1918,trout unlimited bellevue-issaquah chapte,national association for the advancement of colored people legal defense and educational fund inc,0,1
1919,trout unlimited bellevue-issaquah chapte,sheet metal workers international association,0,0
1920,trout unlimited bellevue-issaquah chapte,california teachers assoc,0,0
1921,trout unlimited bellevue-issaquah chapte,national association of independent insurance,0,0
1922,trout unlimited bellevue-issaquah chapte,trout unlimited bellevue-issaquah chapte,1,1
1923,trout unlimited bellevue-issaquah chapte,the augusta chronicle,0,0
1924,trout unlimited bellevue-issaquah chapte,national association of independent insurers,0,0
1925,trout unlimited bellevue-issaquah chapte,california bankers assoc,0,0
1926,trout unlimited bellevue-issaquah chapte,american consulting engineers council,0,0
1927,trout unlimited bellevue-issaquah chapte,cadwalader wickersham  taft,0,0
1928,trout unlimited bellevue-issaquah chapte,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
1929,trout unlimited bellevue-issaquah chapte,american civil liberties union,0,0
1930,trout unlimited bellevue-issaquah chapte,vietnam veterns of america,0,0
1931,trout unlimited bellevue-issaquah chapte,georgia real estate investors association inc,0,0
1932,trout unlimited bellevue-issaquah chapte,campaign for tobacco free kids,0,0
1933,trout unlimited bellevue-issaquah chapte,att services inc,0,0
1934,trout unlimited bellevue-issaquah chapte,"the pepsi bottling group, inc",0,0
1935,trout unlimited bellevue-issaquah chapte,national association for the advancement of colored people,0,0
1936,trout unlimited bellevue-issaquah chapte,american consulting engineers coun,0,0
1937,trout unlimited bellevue-issaquah chapte,naral pro choice oregon,0,0
1938,trout unlimited bellevue-issaquah chapte,augusta chronicle,0,0
1939,trout unlimited bellevue-issaquah chapte,winstar communications inc,0,0
1940,trout unlimited bellevue-issaquah chapte,national association of chairug stores,0,0
1941,trout unlimited bellevue-issaquah chapte,at&t services inc,0,0
1942,trout unlimited bellevue-issaquah chapte,national coalition of 100 black women,0,0
1943,trout unlimited bellevue-issaquah chapte,campaign for tobacco-free kids,0,0
1944,trout unlimited bellevue-issaquah chapte,dell computers corp,0,0
1945,trout unlimited bellevue-issaquah chapte,dell computer corp,0,0
1946,trout unlimited bellevue-issaquah chapte,pfizer inc,0,0
1947,trout unlimited bellevue-issaquah chapte,natl automatic merchandising assoc,0,0
1948,trout unlimited bellevue-issaquah chapte,lutherans concerned,0,0
1949,trout unlimited bellevue-issaquah chapte,cadwalader wickersham & taft llp,0,0
1950,trout unlimited bellevue-issaquah chapte,naral pro-choice oreogn,0,0
1951,trout unlimited bellevue-issaquah chapte,william morris agency inc,0,0
1952,the augusta chronicle,vietnam veterans of america,0,0
1953,the augusta chronicle,american family association inc,0,0
1954,the augusta chronicle,the san francisco aids foundation,0,0
1955,the augusta chronicle,americans united for separation of church & state,0,0
1956,the augusta chronicle,"planned parenthood,",0,0
1957,the augusta chronicle,american federation of state county and municipal employees,0,0
1958,the augusta chronicle,winstar communications llc,0,0
1959,the augusta chronicle,JPMORGAN CHASE BANK NA,0,0
1960,the augusta chronicle,planned parenthood federation of america,0,0
1961,the augusta chronicle,common cause,0,0
1962,the augusta chronicle,lutherans concerned north america,0,0
1963,the augusta chronicle,aphilip randolph institute,0,0
1964,the augusta chronicle,council of state government,0,0
1965,the augusta chronicle,california bankers association,0,0
1966,the augusta chronicle,public affairs council,0,0
1967,the augusta chronicle,NATIONAL EDUCATION ASSOCIATION,0,0
1968,the augusta chronicle,san francisco aids foundation,0,0
1969,the augusta chronicle,"american ethicare, inc",0,0
1970,the augusta chronicle,pepsi bottling group inc,0,0
1971,the augusta chronicle,califoria teachers association,0,0
1972,the augusta chronicle,agua claiente band of cahuilla indians,0,0
1973,the augusta chronicle,agua caliente band of cahuilla indians,0,0
1974,the augusta chronicle,planned parenthood federation of america inc,0,0
1975,the augusta chronicle,sheet metal workers international assoc pal,0,0
1976,the augusta chronicle,coalition of 100 black women,0,0
1977,the augusta chronicle,pifizer inc,0,0
1978,the augusta chronicle,national education association,0,0
1979,the augusta chronicle,national association for the advancement of colored people legal defense and educational fund inc,0,0
1980,the augusta chronicle,sheet metal workers international association,0,0
1981,the augusta chronicle,california teachers assoc,0,0
1982,the augusta chronicle,national association of independent insurance,0,0
1983,the augusta chronicle,trout unlimited bellevue-issaquah chapte,0,0
1984,the augusta chronicle,the augusta chronicle,1,1
1985,the augusta chronicle,national association of independent insurers,0,0
1986,the augusta chronicle,california bankers assoc,0,0
1987,the augusta chronicle,american consulting engineers council,0,0
1988,the augusta chronicle,cadwalader wickersham  taft,0,0
1989,the augusta chronicle,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
1990,the augusta chronicle,american civil liberties union,0,0
1991,the augusta chronicle,vietnam veterns of america,0,0
1992,the augusta chronicle,georgia real estate investors association inc,0,0
1993,the augusta chronicle,campaign for tobacco free kids,0,0
1994,the augusta chronicle,att services inc,0,0
1995,the augusta chronicle,"the pepsi bottling group, inc",0,0
1996,the augusta chronicle,national association for the advancement of colored people,0,0
1997,the augusta chronicle,american consulting engineers coun,0,0
1998,the augusta chronicle,naral pro choice oregon,0,0
1999,the augusta chronicle,augusta chronicle,1,1
2000,the augusta chronicle,winstar communications inc,0,0
2001,the augusta chronicle,national association of chairug stores,0,0
2002,the augusta chronicle,at&t services inc,0,0
2003,the augusta chronicle,national coalition of 100 black women,0,0
2004,the augusta chronicle,campaign for tobacco-free kids,0,0
2005,the augusta chronicle,dell computers corp,0,0
2006,the augusta chronicle,dell computer corp,0,0
2007,the augusta chronicle,pfizer inc,0,0
2008,the augusta chronicle,natl automatic merchandising assoc,0,0
2009,the augusta chronicle,lutherans concerned,0,0
2010,the augusta chronicle,cadwalader wickersham & taft llp,0,0
2011,the augusta chronicle,naral pro-choice oreogn,0,0
2012,the augusta chronicle,william morris agency inc,0,0
2013,national association of independent insurers,vietnam veterans of america,0,0
2014,national association of independent insurers,american family association inc,0,0
2015,national association of independent insurers,the san francisco aids foundation,0,0
2016,national association of independent insurers,americans united for separation of church & state,0,0
2017,national association of independent insurers,"planned parenthood,",0,0
2018,national association of independent insurers,american federation of state county and municipal employees,0,0
2019,national association of independent insurers,winstar communications llc,0,0
2020,national association of independent insurers,JPMORGAN CHASE BANK NA,0,0
2021,national association of independent insurers,planned parenthood federation of america,0,0
2022,national association of independent insurers,common cause,0,0
2023,national association of independent insurers,lutherans concerned north america,0,0
2024,national association of independent insurers,aphilip randolph institute,0,0
2025,national association of independent insurers,council of state government,0,0
2026,national association of independent insurers,california bankers association,0,0
2027,national association of independent insurers,public affairs council,0,0
2028,national association of independent insurers,NATIONAL EDUCATION ASSOCIATION,0,0
2029,national association of independent insurers,san francisco aids foundation,0,0
2030,national association of independent insurers,"american ethicare, inc",0,0
2031,national association of independent insurers,pepsi bottling group inc,0,0
2032,national association of independent insurers,califoria teachers association,0,0
2033,national association of independent insurers,agua claiente band of cahuilla indians,0,0
2034,national association of independent insurers,agua caliente band of cahuilla indians,0,0
2035,national association of independent insurers,planned parenthood federation of america inc,0,0
2036,national association of independent insurers,sheet metal workers international assoc pal,0,0
2037,national association of independent insurers,coalition of 100 black women,0,0
2038,national association of independent insurers,pifizer inc,0,0
2039,national association of independent insurers,national education association,0,0
2040,national association of independent insurers,national association for the advancement of colored people legal defense and educational fund inc,0,0
2041,national association of independent insurers,sheet metal workers international association,0,0
2042,national association of independent insurers,california teachers assoc,0,0
2043,national association of independent insurers,national association of independent insurance,1,1
2044,national association of independent insurers,trout unlimited bellevue-issaquah chapte,0,0
2045,national association of independent insurers,the augusta chronicle,0,0
2046,national association of independent insurers,national association of independent insurers,1,1
2047,national association of independent insurers,california bankers assoc,0,0
2048,national association of independent insurers,american consulting engineers council,0,0
2049,national association of independent insurers,cadwalader wickersham  taft,0,0
2050,national association of independent insurers,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
2051,national association of independent insurers,american civil liberties union,0,0
2052,national association of independent insurers,vietnam veterns of america,0,0
2053,national association of independent insurers,georgia real estate investors association inc,0,0
2054,national association of independent insurers,campaign for tobacco free kids,0,0
2055,national association of independent insurers,att services inc,0,0
2056,national association of independent insurers,"the pepsi bottling group, inc",0,0
2057,national association of independent insurers,national association for the advancement of colored people,0,0
2058,national association of independent insurers,american consulting engineers coun,0,0
2059,national association of independent insurers,naral pro choice oregon,0,0
2060,national association of independent insurers,augusta chronicle,0,0
2061,national association of independent insurers,winstar communications inc,0,0
2062,national association of independent insurers,national association of chairug stores,0,1
2063,national association of independent insurers,at&t services inc,0,0
2064,national association of independent insurers,national coalition of 100 black women,0,0
2065,national association of independent insurers,campaign for tobacco-free kids,0,0
2066,national association of independent insurers,dell computers corp,0,0
2067,national association of independent insurers,dell computer corp,0,0
2068,national association of independent insurers,pfizer inc,0,0
2069,national association of independent insurers,natl automatic merchandising assoc,0,0
2070,national association of independent insurers,lutherans concerned,0,0
2071,national association of independent insurers,cadwalader wickersham & taft llp,0,0
2072,national association of independent insurers,naral pro-choice oreogn,0,0
2073,national association of independent insurers,william morris agency inc,0,0
2074,california bankers assoc,vietnam veterans of america,0,0
2075,california bankers assoc,american family association inc,0,0
2076,california bankers assoc,the san francisco aids foundation,0,0
2077,california bankers assoc,americans united for separation of church & state,0,0
2078,california bankers assoc,"planned parenthood,",0,0
2079,california bankers assoc,american federation of state county and municipal employees,0,0
2080,california bankers assoc,winstar communications llc,0,0
2081,california bankers assoc,JPMORGAN CHASE BANK NA,0,0
2082,california bankers assoc,planned parenthood federation of america,0,0
2083,california bankers assoc,common cause,0,0
2084,california bankers assoc,lutherans concerned north america,0,0
2085,california bankers assoc,aphilip randolph institute,0,0
2086,california bankers assoc,council of state government,0,0
2087,california bankers assoc,california bankers association,1,1
2088,california bankers assoc,public affairs council,0,0
2089,california bankers assoc,NATIONAL EDUCATION ASSOCIATION,0,0
2090,california bankers assoc,san francisco aids foundation,0,0
2091,california bankers assoc,"american ethicare, inc",0,0
2092,california bankers assoc,pepsi bottling group inc,0,0
2093,california bankers assoc,califoria teachers association,0,1
2094,california bankers assoc,agua claiente band of cahuilla indians,0,0
2095,california bankers assoc,agua caliente band of cahuilla indians,0,0
2096,california bankers assoc,planned parenthood federation of america inc,0,0
2097,california bankers assoc,sheet metal workers international assoc pal,0,0
2098,california bankers assoc,coalition of 100 black women,0,0
2099,california bankers assoc,pifizer inc,0,0
2100,california bankers assoc,national education association,0,0
2101,california bankers assoc,national association for the advancement of colored people legal defense and educational fund inc,0,0
2102,california bankers assoc,sheet metal workers international association,0,0
2103,california bankers assoc,california teachers assoc,0,1
2104,california bankers assoc,national association of independent insurance,0,0
2105,california bankers assoc,trout unlimited bellevue-issaquah chapte,0,0
2106,california bankers assoc,the augusta chronicle,0,0
2107,california bankers assoc,national association of independent insurers,0,0
2108,california bankers assoc,california bankers assoc,1,1
2109,california bankers assoc,american consulting engineers council,0,0
2110,california bankers assoc,cadwalader wickersham  taft,0,1
2111,california bankers assoc,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
2112,california bankers assoc,american civil liberties union,0,0
2113,california bankers assoc,vietnam veterns of america,0,0
2114,california bankers assoc,georgia real estate investors association inc,0,0
2115,california bankers assoc,campaign for tobacco free kids,0,0
2116,california bankers assoc,att services inc,0,0
2117,california bankers assoc,"the pepsi bottling group, inc",0,0
2118,california bankers assoc,national association for the advancement of colored people,0,0
2119,california bankers assoc,american consulting engineers coun,0,0
2120,california bankers assoc,naral pro choice oregon,0,0
2121,california bankers assoc,augusta chronicle,0,0
2122,california bankers assoc,winstar communications inc,0,0
2123,california bankers assoc,national association of chairug stores,0,0
2124,california bankers assoc,at&t services inc,0,0
2125,california bankers assoc,national coalition of 100 black women,0,0
2126,california bankers assoc,campaign for tobacco-free kids,0,0
2127,california bankers assoc,dell computers corp,0,0
2128,california bankers assoc,dell computer corp,0,0
2129,california bankers assoc,pfizer inc,0,0
2130,california bankers assoc,natl automatic merchandising assoc,0,0
2131,california bankers assoc,lutherans concerned,0,0
2132,california bankers assoc,cadwalader wickersham & taft llp,0,0
2133,california bankers assoc,naral pro-choice oreogn,0,0
2134,california bankers assoc,william morris agency inc,0,0
2135,american consulting engineers council,vietnam veterans of america,0,0
2136,american consulting engineers council,american family association inc,0,0
2137,american consulting engineers council,the san francisco aids foundation,0,0
2138,american consulting engineers council,americans united for separation of church & state,0,0
2139,american consulting engineers council,"planned parenthood,",0,0
2140,american consulting engineers council,american federation of state county and municipal employees,0,0
2141,american consulting engineers council,winstar communications llc,0,0
2142,american consulting engineers council,JPMORGAN CHASE BANK NA,0,0
2143,american consulting engineers council,planned parenthood federation of america,0,0
2144,american consulting engineers council,common cause,0,0
2145,american consulting engineers council,lutherans concerned north america,0,0
2146,american consulting engineers council,aphilip randolph institute,0,0
2147,american consulting engineers council,council of state government,0,0
2148,american consulting engineers council,california bankers association,0,0
2149,american consulting engineers council,public affairs council,0,0
2150,american consulting engineers council,NATIONAL EDUCATION ASSOCIATION,0,0
2151,american consulting engineers council,san francisco aids foundation,0,0
2152,american consulting engineers council,"american ethicare, inc",0,0
2153,american consulting engineers council,pepsi bottling group inc,0,0
2154,american consulting engineers council,califoria teachers association,0,0
2155,american consulting engineers council,agua claiente band of cahuilla indians,0,0
2156,american consulting engineers council,agua caliente band of cahuilla indians,0,0
2157,american consulting engineers council,planned parenthood federation of america inc,0,0
2158,american consulting engineers council,sheet metal workers international assoc pal,0,0
2159,american consulting engineers council,coalition of 100 black women,0,0
2160,american consulting engineers council,pifizer inc,0,0
2161,american consulting engineers council,national education association,0,0
2162,american consulting engineers council,national association for the advancement of colored people legal defense and educational fund inc,0,0
2163,american consulting engineers council,sheet metal workers international association,0,0
2164,american consulting engineers council,california teachers assoc,0,0
2165,american consulting engineers council,national association of independent insurance,0,0
2166,american consulting engineers council,trout unlimited bellevue-issaquah chapte,0,0
2167,american consulting engineers council,the augusta chronicle,0,0
2168,american consulting engineers council,national association of independent insurers,0,0
2169,american consulting engineers council,california bankers assoc,0,0
2170,american consulting engineers council,american consulting engineers council,1,1
2171,american consulting engineers council,cadwalader wickersham  taft,0,0
2172,american consulting engineers council,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
2173,american consulting engineers council,american civil liberties union,0,0
2174,american consulting engineers council,vietnam veterns of america,0,0
2175,american consulting engineers council,georgia real estate investors association inc,0,0
2176,american consulting engineers council,campaign for tobacco free kids,0,0
2177,american consulting engineers council,att services inc,0,0
2178,american consulting engineers council,"the pepsi bottling group, inc",0,0
2179,american consulting engineers council,national association for the advancement of colored people,0,0
2180,american consulting engineers council,american consulting engineers coun,1,1
2181,american consulting engineers council,naral pro choice oregon,0,0
2182,american consulting engineers council,augusta chronicle,0,0
2183,american consulting engineers council,winstar communications inc,0,0
2184,american consulting engineers council,national association of chairug stores,0,0
2185,american consulting engineers council,at&t services inc,0,0
2186,american consulting engineers council,national coalition of 100 black women,0,0
2187,american consulting engineers council,campaign for tobacco-free kids,0,0
2188,american consulting engineers council,dell computers corp,0,0
2189,american consulting engineers council,dell computer corp,0,0
2190,american consulting engineers council,pfizer inc,0,0
2191,american consulting engineers council,natl automatic merchandising assoc,0,0
2192,american consulting engineers council,lutherans concerned,0,0
2193,american consulting engineers council,cadwalader wickersham & taft llp,0,0
2194,american consulting engineers council,naral pro-choice oreogn,0,0
2195,american consulting engineers council,william morris agency inc,0,0
2196,cadwalader wickersham  taft,vietnam veterans of america,0,0
2197,cadwalader wickersham  taft,american family association inc,0,0
2198,cadwalader wickersham  taft,the san francisco aids foundation,0,0
2199,cadwalader wickersham  taft,americans united for separation of church & state,0,0
2200,cadwalader wickersham  taft,"planned parenthood,",0,0
2201,cadwalader wickersham  taft,american federation of state county and municipal employees,0,0
2202,cadwalader wickersham  taft,winstar communications llc,0,0
2203,cadwalader wickersham  taft,JPMORGAN CHASE BANK NA,0,0
2204,cadwalader wickersham  taft,planned parenthood federation of america,0,0
2205,cadwalader wickersham  taft,common cause,0,0
2206,cadwalader wickersham  taft,lutherans concerned north america,0,0
2207,cadwalader wickersham  taft,aphilip randolph institute,0,0
2208,cadwalader wickersham  taft,council of state government,0,0
2209,cadwalader wickersham  taft,california bankers association,0,0
2210,cadwalader wickersham  taft,public affairs council,0,0
2211,cadwalader wickersham  taft,NATIONAL EDUCATION ASSOCIATION,0,0
2212,cadwalader wickersham  taft,san francisco aids foundation,0,0
2213,cadwalader wickersham  taft,"american ethicare, inc",0,0
2214,cadwalader wickersham  taft,pepsi bottling group inc,0,0
2215,cadwalader wickersham  taft,califoria teachers association,0,0
2216,cadwalader wickersham  taft,agua claiente band of cahuilla indians,0,0
2217,cadwalader wickersham  taft,agua caliente band of cahuilla indians,0,0
2218,cadwalader wickersham  taft,planned parenthood federation of america inc,0,0
2219,cadwalader wickersham  taft,sheet metal workers international assoc pal,0,0
2220,cadwalader wickersham  taft,coalition of 100 black women,0,0
2221,cadwalader wickersham  taft,pifizer inc,0,0
2222,cadwalader wickersham  taft,national education association,0,0
2223,cadwalader wickersham  taft,national association for the advancement of colored people legal defense and educational fund inc,0,0
2224,cadwalader wickersham  taft,sheet metal workers international association,0,0
2225,cadwalader wickersham  taft,california teachers assoc,0,0
2226,cadwalader wickersham  taft,national association of independent insurance,0,0
2227,cadwalader wickersham  taft,trout unlimited bellevue-issaquah chapte,0,0
2228,cadwalader wickersham  taft,the augusta chronicle,0,0
2229,cadwalader wickersham  taft,national association of independent insurers,0,0
2230,cadwalader wickersham  taft,california bankers assoc,0,1
2231,cadwalader wickersham  taft,american consulting engineers council,0,0
2232,cadwalader wickersham  taft,cadwalader wickersham  taft,1,1
2233,cadwalader wickersham  taft,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
2234,cadwalader wickersham  taft,american civil liberties union,0,0
2235,cadwalader wickersham  taft,vietnam veterns of america,0,0
2236,cadwalader wickersham  taft,georgia real estate investors association inc,0,0
2237,cadwalader wickersham  taft,campaign for tobacco free kids,0,0
2238,cadwalader wickersham  taft,att services inc,0,0
2239,cadwalader wickersham  taft,"the pepsi bottling group, inc",0,0
2240,cadwalader wickersham  taft,national association for the advancement of colored people,0,0
2241,cadwalader wickersham  taft,american consulting engineers coun,0,0
2242,cadwalader wickersham  taft,naral pro choice oregon,0,0
2243,cadwalader wickersham  taft,augusta chronicle,0,0
2244,cadwalader wickersham  taft,winstar communications inc,0,0
2245,cadwalader wickersham  taft,national association of chairug stores,0,0
2246,cadwalader wickersham  taft,at&t services inc,0,0
2247,cadwalader wickersham  taft,national coalition of 100 black women,0,0
2248,cadwalader wickersham  taft,campaign for tobacco-free kids,0,0
2249,cadwalader wickersham  taft,dell computers corp,0,0
2250,cadwalader wickersham  taft,dell computer corp,0,0
2251,cadwalader wickersham  taft,pfizer inc,0,0
2252,cadwalader wickersham  taft,natl automatic merchandising assoc,0,0
2253,cadwalader wickersham  taft,lutherans concerned,0,0
2254,cadwalader wickersham  taft,cadwalader wickersham & taft llp,1,1
2255,cadwalader wickersham  taft,naral pro-choice oreogn,0,0
2256,cadwalader wickersham  taft,william morris agency inc,0,0
2257,NATIONAL ASSOCIATION OF SOCIAL WORKERS,vietnam veterans of america,0,0
2258,NATIONAL ASSOCIATION OF SOCIAL WORKERS,american family association inc,0,0
2259,NATIONAL ASSOCIATION OF SOCIAL WORKERS,the san francisco aids foundation,0,0
2260,NATIONAL ASSOCIATION OF SOCIAL WORKERS,americans united for separation of church & state,0,0
2261,NATIONAL ASSOCIATION OF SOCIAL WORKERS,"planned parenthood,",0,0
2262,NATIONAL ASSOCIATION OF SOCIAL WORKERS,american federation of state county and municipal employees,0,0
2263,NATIONAL ASSOCIATION OF SOCIAL WORKERS,winstar communications llc,0,0
2264,NATIONAL ASSOCIATION OF SOCIAL WORKERS,JPMORGAN CHASE BANK NA,0,0
2265,NATIONAL ASSOCIATION OF SOCIAL WORKERS,planned parenthood federation of america,0,0
2266,NATIONAL ASSOCIATION OF SOCIAL WORKERS,common cause,0,0
2267,NATIONAL ASSOCIATION OF SOCIAL WORKERS,lutherans concerned north america,0,0
2268,NATIONAL ASSOCIATION OF SOCIAL WORKERS,aphilip randolph institute,0,0
2269,NATIONAL ASSOCIATION OF SOCIAL WORKERS,council of state government,0,0
2270,NATIONAL ASSOCIATION OF SOCIAL WORKERS,california bankers association,0,0
2271,NATIONAL ASSOCIATION OF SOCIAL WORKERS,public affairs council,0,0
2272,NATIONAL ASSOCIATION OF SOCIAL WORKERS,NATIONAL EDUCATION ASSOCIATION,0,0
2273,NATIONAL ASSOCIATION OF SOCIAL WORKERS,san francisco aids foundation,0,0
2274,NATIONAL ASSOCIATION OF SOCIAL WORKERS,"american ethicare, inc",0,0
2275,NATIONAL ASSOCIATION OF SOCIAL WORKERS,pepsi bottling group inc,0,0
2276,NATIONAL ASSOCIATION OF SOCIAL WORKERS,califoria teachers association,0,0
2277,NATIONAL ASSOCIATION OF SOCIAL WORKERS,agua claiente band of cahuilla indians,0,0
2278,NATIONAL ASSOCIATION OF SOCIAL WORKERS,agua caliente band of cahuilla indians,0,0
2279,NATIONAL ASSOCIATION OF SOCIAL WORKERS,planned parenthood federation of america inc,0,0
2280,NATIONAL ASSOCIATION OF SOCIAL WORKERS,sheet metal workers international assoc pal,0,0
